"SampleDate.SampleEvent","Name.Site","Latitude.Site","Longitude.Site","EcosystemType.Site","Type.OrganismStoichiometry","TaxonomicKingdom.OrganismStoichiometry","order","family","genus","invertebrateLifeStage","OrganismSizeNotes.OrganismStoichiometry","C","CarbonUnits.OrganismStoichiometry","N","NitrogenUnits.OrganismStoichiometry","P","PhosphorusUnits.OrganismStoichiometry","CN","CP","NP","siteID"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,44.9,"percent_dm",9.4,"percent_dm",0.44,"percent_dm",5.57269504,263.61742424,47.30519481,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva","average of all individuals",47.7,"percent_dm",9.5,"percent_dm",0.32,"percent_dm",5.85789474,385.078125,65.73660714,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",50.6,"percent_dm",10,"percent_dm",0.44,"percent_dm",5.90333333,297.08333333,50.32467532,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Drunella","larva",,46.7,"percent_dm",9.2,"percent_dm",0.41,"percent_dm",5.92210145,294.24796748,49.68641115,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Rhithrogena","larva",,46.3,"percent_dm",9.1,"percent_dm",0.75,"percent_dm",5.93589744,159.47777778,26.86666667,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva","average of all individuals",51.1,"percent_dm",9.8,"percent_dm",0.54,"percent_dm",6.08333333,244.45987654,40.18518519,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Optioservus","larva","average of all individuals",50.7,"percent_dm",9.7,"percent_dm",0.34,"percent_dm",6.09793814,385.22058824,63.17226891,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Diptera","Chironomidae","Cricotopus","larva",,53.7,"percent_dm",9.6,"percent_dm",0.72,"percent_dm",6.52604167,192.67361111,29.52380952,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva","average of all individuals",47.4,"percent_dm",7.9,"percent_dm",0.6,"percent_dm",7,204.08333333,29.1547619,"BLDE"
2021-06-22,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Ephemerella","larva","average of all individuals",43.1,"percent_dm",6.7,"percent_dm",0.45,"percent_dm",7.50497512,247.42592593,32.96825397,"BLDE"
2021-06-18,"oksrukuyik creek neon",68.669308,-149.144107,"Stream","Insecta","Animalia","Plecoptera","Nemouridae","Nemoura","larva","average of all individuals",52.9,"percent_dm",5.7,"percent_dm",0.585,"percent_dm",10.82748538,233.6039886,21.57509158,"OKSR"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Trichoptera","Polycentropodidae","Polycentropus","larva",,54.8,"percent_dm",11,"percent_dm",,,5.81212121,,,"MART"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Diptera","Limoniidae","Hexatoma","larva","average of all individuals",43.4,"percent_dm",8.5,"percent_dm",0.33,"percent_dm",5.95686275,339.74747475,57.03463203,"MART"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Zaitzevia","larva",,49.1,"percent_dm",9.6,"percent_dm",0.3,"percent_dm",5.96701389,422.80555556,70.85714286,"MART"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva","average of all individuals",46.2,"percent_dm",8.6,"percent_dm",0.57,"percent_dm",6.26744186,209.38596491,33.4085213,"MART"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Trichoptera","Limnephilidae","Allocosmoecus","larva",,54.7,"percent_dm",5.4,"percent_dm",0.13,"percent_dm",11.81790123,1086.98717949,91.97802198,"MART"
2021-05-11,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,51.7,"percent_dm",4.9,"percent_dm",0.53,"percent_dm",12.30952381,251.99685535,20.47169811,"MART"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva","average of all individuals",49.1,"percent_dm",10.3,"percent_dm",0.52,"percent_dm",5.56148867,243.92628205,43.85989011,"TECR"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Serratella","larva","average of all individuals",49.2,"percent_dm",10.2,"percent_dm",0.48,"percent_dm",5.62745098,264.79166667,47.05357143,"TECR"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Diptera","Chironomidae","Cricotopus","larva",,54.2,"percent_dm",10,"percent_dm",0.595,"percent_dm",6.32333333,235.32212885,37.21488595,"TECR"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Zaitzevia","adult",,49.9,"percent_dm",9.2,"percent_dm",0.18,"percent_dm",6.32789855,716.15740741,113.17460317,"TECR"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,53.4,"percent_dm",9.2,"percent_dm",,,6.77173913,,,"TECR"
2021-05-11,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Epeorus","larva",,52.4,"percent_dm",8,"percent_dm",0.3,"percent_dm",7.64166667,451.22222222,59.04761905,"TECR"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","adult",,51.3,"percent_dm",11.2,"percent_dm",,,5.34375,,,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva","average of all individuals",48.1,"percent_dm",10,"percent_dm",0.44,"percent_dm",5.61166667,282.40530303,50.32467532,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva","average of all individuals",45.8,"percent_dm",8.9,"percent_dm",0.23,"percent_dm",6.00374532,514.42028986,85.68322981,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Plecoptera","Capniidae",,"larva",,48.2,"percent_dm",9.2,"percent_dm",0.44,"percent_dm",6.11231884,282.99242424,46.2987013,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,49.9,"percent_dm",9.4,"percent_dm",0.395,"percent_dm",6.19326241,326.35021097,52.69439421,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Diptera","Chironomidae","Cricotopus","larva",,52.3,"percent_dm",9.6,"percent_dm",0.54,"percent_dm",6.35590278,250.20061728,39.36507937,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,53.4,"percent_dm",8.4,"percent_dm",0.65,"percent_dm",7.41666667,212.23076923,28.61538462,"WLOU"
2021-05-10,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Trichoptera","Glossosomatidae","Glossosoma","larva",,54.9,"percent_dm",6.1,"percent_dm",,,10.5,,,"WLOU"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,47.4,"percent_dm",9.9,"percent_dm",0.77,"percent_dm",5.58585859,159.02597403,28.46938776,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Diptera","Pediciidae","Dicranota","larva","average of all individuals",50,"percent_dm",9.1,"percent_dm",0.723,"percent_dm",6.41025641,178.65375749,27.86998617,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",45.5,"percent_dm",8.1,"percent_dm",0.31,"percent_dm",6.55349794,379.16666667,57.85714286,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","adult",,50.7,"percent_dm",8.8,"percent_dm",0.298,"percent_dm",6.72159091,439.51342282,65.38830297,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Cleptelmis","larva","average of all individuals",51.7,"percent_dm",8.5,"percent_dm",0.605,"percent_dm",7.09607843,220.75757576,31.10979929,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Plecoptera",,,"larva","average of all individuals",41.4,"percent_dm",6.5,"percent_dm",0.53,"percent_dm",7.43076923,201.79245283,27.15633423,"REDB"
2021-04-21,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,47.7,"percent_dm",6.3,"percent_dm",0.49,"percent_dm",8.83333333,251.47959184,28.46938776,"REDB"
2021-04-14,"mcrae creek neon",44.258957,-122.165861,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,46.3,"percent_dm",9.9,"percent_dm",0.55,"percent_dm",5.45622896,217.46969697,39.85714286,"MCRA"
2021-04-14,"mcrae creek neon",44.258957,-122.165861,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva",,46.8,"percent_dm",9.5,"percent_dm",0.69,"percent_dm",5.74736842,175.2173913,30.48654244,"MCRA"
2021-04-14,"mcrae creek neon",44.258957,-122.165861,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Epeorus","larva",,51.7,"percent_dm",9.6,"percent_dm",0.7,"percent_dm",6.28298611,190.79761905,30.36734694,"MCRA"
2021-04-14,"mcrae creek neon",44.258957,-122.165861,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Rhithrogena","larva","average of all individuals",54.6,"percent_dm",8.2,"percent_dm",0.54,"percent_dm",7.76829268,261.2037037,33.62433862,"MCRA"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Odonata","Gomphidae","Octogomphus","larva",,48.1,"percent_dm",10.8,"percent_dm",0.28,"percent_dm",5.19598765,443.7797619,85.40816327,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",50.1,"percent_dm",11.2,"percent_dm",0.66,"percent_dm",5.21875,196.09848485,37.57575758,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,51.1,"percent_dm",10.7,"percent_dm",0.41,"percent_dm",5.57165109,321.97154472,57.78745645,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,45.6,"percent_dm",8.7,"percent_dm",0.42,"percent_dm",6.11494253,280.47619048,45.86734694,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae","Neoleptophlebia","larva","average of all individuals",50.2,"percent_dm",9.1,"percent_dm",0.25,"percent_dm",6.43589744,518.73333333,80.6,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Optioservus","adult","average of all individuals",53.6,"percent_dm",8.7,"percent_dm",0.3,"percent_dm",7.18773946,461.55555556,64.21428571,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Coleoptera","Psephenidae","Eubrianax","larva",,51.2,"percent_dm",8,"percent_dm",0.29,"percent_dm",7.46666667,456.09195402,61.08374384,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Ephemerella","larva","average of all individuals",48,"percent_dm",7.5,"percent_dm",0.35,"percent_dm",7.46666667,354.28571429,47.44897959,"BIGC"
2021-04-13,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Plecoptera","Perlidae","Calineuria","larva",,56.6,"percent_dm",7.1,"percent_dm",0.39,"percent_dm",9.30046948,374.91452991,40.31135531,"BIGC"
2021-04-12,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Plecoptera","Perlidae","Eccoptura","larva",,49.5,"percent_dm",10.6,"percent_dm",1.085,"percent_dm",5.44811321,117.85714286,21.63265306,"HOPB"
2021-04-12,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Coleoptera","Psephenidae","Psephenus","larva",,49.8,"percent_dm",10.5,"percent_dm",0.47,"percent_dm",5.53333333,273.72340426,49.46808511,"HOPB"
2021-04-12,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Trichoptera","Hydropsychidae","Diplectrona","larva","average of all individuals",52.2,"percent_dm",9.5,"percent_dm",0.665,"percent_dm",6.41052632,202.78195489,31.63265306,"HOPB"
2021-04-12,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Epeorus","larva","average of all individuals",54.6,"percent_dm",6.6,"percent_dm",0.735,"percent_dm",9.65151515,191.9047619,19.88338192,"HOPB"
2021-04-01,"blue river neon",34.448448,-96.622796,"River","Insecta","Animalia","Ephemeroptera","Heptageniidae","Stenacron","larva",,45.5,"percent_dm",8.5,"percent_dm",0.48,"percent_dm",6.24509804,244.87847222,39.21130952,"BLUE"
2021-04-01,"blue river neon",34.448448,-96.622796,"River","Insecta","Animalia","Diptera","Chironomidae","Parakiefferiella","larva",,39.25,"percent_dm",7.1,"percent_dm",0.33,"percent_dm",6.44953052,307.26010101,47.64069264,"BLUE"
2021-04-01,"blue river neon",34.448448,-96.622796,"River","Insecta","Animalia","Ephemeroptera","Heptageniidae",,"larva",,45.85,"percent_dm",7.4,"percent_dm",,,7.2286036,,,"BLUE"
